ID,Calories,Age,Duration,Heart_Rate,Body_Temp
2236,126.0,27,25.0,100.0,40.8
2237,179.0,51,28.0,106.0,40.7
2238,169.0,20,27.0,107.0,40.6
2239,113.0,40,20.0,101.0,40.7
2240,163.0,41,23.0,115.0,40.6
2241,147.0,76,23.0,99.0,40.5
2242,185.0,38,28.0,109.0,40.7
2243,13.0,33,6.0,81.0,39.5
2244,186.0,37,25.0,118.0,40.7
2245,14.0,35,5.0,75.0,39.0
2246,121.0,58,19.0,100.0,40.6
2247,155.0,22,29.0,102.0,40.8
2248,165.0,45,26.0,108.0,40.8
2249,45.0,35,12.0,90.0,40.0
2250,59.0,40,12.0,93.0,40.2
2251,184.0,67,24.0,104.0,40.9
2252,57.0,41,13.0,89.0,39.9
2253,181.0,22,29.0,108.0,41.0
2254,71.0,44,17.0,86.0,40.5
2255,41.0,20,11.0,94.0,40.1
2256,50.0,45,15.0,84.0,40.5
2257,83.0,24,19.0,97.0,40.3
2258,110.0,79,18.0,98.0,40.2
2259,111.0,26,20.0,102.0,40.7
2260,11.0,59,2.0,96.0,38.6
2261,184.0,50,25.0,116.0,40.7
2262,58.0,40,10.0,99.0,40.0
2263,180.0,63,28.0,101.0,40.9
2264,24.0,46,5.0,92.0,38.8
2265,218.0,49,29.0,115.0,40.9
2266,17.0,20,4.0,91.0,39.0
2267,10.0,23,7.0,76.0,39.6
2268,81.0,37,16.0,96.0,40.2
2269,127.0,46,24.0,98.0,40.7
2270,129.0,66,20.0,95.0,40.6
2271,193.0,72,29.0,105.0,41.0
2272,88.0,55,14.0,101.0,40.0
2273,14.0,79,3.0,83.0,38.5
2274,20.0,24,10.0,82.0,39.8
2275,77.0,64,13.0,99.0,40.3
2276,187.0,64,25.0,105.0,40.4
2277,52.0,42,10.0,97.0,39.9
2278,85.0,55,17.0,93.0,40.3
2279,118.0,27,22.0,104.0,41.0
2280,3.0,22,4.0,73.0,38.9
2281,14.0,55,4.0,81.0,38.8
2282,4.0,26,2.0,82.0,38.3
2283,181.0,75,29.0,99.0,41.2
2284,72.0,74,11.0,92.0,39.7
2285,165.0,32,27.0,106.0,40.6
2286,54.0,27,11.0,95.0,39.7
2287,57.0,57,14.0,85.0,40.0
2288,111.0,56,18.0,96.0,40.3
2289,22.0,51,6.0,82.0,38.7
2290,14.0,60,3.0,89.0,38.3
2291,70.0,49,14.0,91.0,40.3
2292,14.0,30,5.0,86.0,39.0
2293,135.0,49,23.0,101.0,40.5
2294,76.0,37,16.0,95.0,40.2
2295,17.0,31,5.0,80.0,38.8
2296,76.0,53,15.0,94.0,40.1
2297,76.0,75,11.0,97.0,39.7
2298,123.0,74,20.0,100.0,40.6
2299,12.0,60,3.0,78.0,38.9
2300,96.0,70,16.0,93.0,40.2
2301,138.0,26,23.0,105.0,40.3
2302,124.0,64,17.0,102.0,40.4
2303,40.0,62,9.0,87.0,39.3
2304,63.0,29,13.0,96.0,40.1
2305,15.0,57,4.0,79.0,38.6
2306,181.0,38,28.0,107.0,40.9
2307,52.0,44,11.0,90.0,39.8
2308,89.0,35,17.0,98.0,40.2
2309,197.0,77,29.0,106.0,40.9
2310,13.0,22,7.0,80.0,39.2
2311,110.0,20,21.0,101.0,40.6
2312,50.0,24,15.0,90.0,40.5
2313,84.0,74,14.0,91.0,39.7
2314,26.0,67,6.0,82.0,38.7
2315,11.0,51,2.0,94.0,38.3
2316,45.0,26,13.0,89.0,40.1
2317,118.0,59,21.0,93.0,40.7
2318,104.0,51,20.0,93.0,40.6
2319,167.0,33,27.0,105.0,40.7
2320,146.0,62,21.0,102.0,40.7
2321,47.0,55,9.0,95.0,39.6
2322,52.0,53,9.0,97.0,39.6
2323,174.0,40,27.0,106.0,41.0
2324,93.0,22,17.0,100.0,40.2
2325,89.0,28,23.0,92.0,40.2
2326,9.0,46,3.0,74.0,38.5
2327,123.0,44,17.0,109.0,40.3
2328,7.0,54,2.0,83.0,38.3
2329,124.0,20,27.0,100.0,40.8
2330,131.0,34,21.0,105.0,40.7
2331,116.0,44,20.0,101.0,40.5
2332,55.0,65,11.0,90.0,39.6
2333,31.0,20,10.0,88.0,39.8
2334,35.0,33,9.0,85.0,40.0
2335,94.0,50,18.0,90.0,40.0
2336,6.0,33,2.0,85.0,38.0
2337,71.0,64,13.0,95.0,40.4
2338,42.0,24,10.0,94.0,39.6
2339,8.0,64,2.0,79.0,38.1
2340,169.0,67,22.0,103.0,40.7
2341,200.0,74,29.0,106.0,40.8
2342,129.0,25,21.0,108.0,40.2
2343,110.0,27,22.0,97.0,40.2
2344,34.0,26,11.0,89.0,40.2
2345,110.0,54,18.0,101.0,40.9
2346,29.0,42,8.0,81.0,39.4
2347,44.0,29,10.0,88.0,39.9
2348,210.0,53,27.0,108.0,40.9
2349,29.0,30,9.0,80.0,39.6
2350,156.0,39,25.0,106.0,40.6
2351,16.0,41,5.0,84.0,39.0
2352,43.0,35,10.0,87.0,39.6
2353,137.0,46,20.0,111.0,40.6
2354,144.0,24,25.0,103.0,40.9
2355,39.0,21,16.0,86.0,40.1
2356,48.0,21,12.0,88.0,40.1
2357,33.0,20,10.0,89.0,40.0
2358,49.0,52,10.0,91.0,40.1
2359,41.0,29,13.0,88.0,40.0
2360,79.0,72,12.0,104.0,40.1
2361,92.0,30,20.0,91.0,40.4
2362,90.0,64,16.0,94.0,40.0
2363,111.0,30,20.0,101.0,40.4
2364,23.0,68,6.0,79.0,39.3
2365,5.0,25,2.0,85.0,38.1
2366,5.0,21,2.0,85.0,38.1
2367,26.0,75,5.0,87.0,38.9
2368,45.0,67,9.0,86.0,39.7
2369,68.0,26,16.0,97.0,40.3
2370,138.0,36,24.0,104.0,40.3
2371,114.0,64,20.0,94.0,40.2
2372,20.0,77,4.0,84.0,38.8
2373,21.0,71,5.0,81.0,38.8
2374,12.0,60,3.0,81.0,38.8
2375,95.0,48,16.0,97.0,40.2
2376,20.0,29,5.0,85.0,39.4
2377,177.0,59,29.0,103.0,41.0
2378,91.0,39,19.0,91.0,40.7
2379,21.0,55,5.0,85.0,39.1
2380,24.0,43,6.0,83.0,39.0
2381,19.0,37,5.0,82.0,39.5
2382,27.0,45,5.0,96.0,39.1
2383,133.0,31,25.0,99.0,40.9
2384,48.0,78,8.0,91.0,39.5
2385,51.0,28,10.0,96.0,39.8
2386,70.0,50,13.0,91.0,40.3
2387,35.0,62,8.0,84.0,39.2
2388,41.0,26,12.0,90.0,39.7
2389,50.0,21,14.0,91.0,40.3
2390,38.0,21,16.0,87.0,40.3
2391,137.0,56,21.0,101.0,40.7
2392,107.0,63,19.0,96.0,40.3
2393,125.0,76,22.0,96.0,40.7
2394,33.0,30,8.0,93.0,39.7
2395,21.0,30,5.0,87.0,39.5
2396,11.0,23,3.0,84.0,38.4
2397,74.0,68,13.0,91.0,40.0
2398,198.0,37,26.0,115.0,40.5
2399,198.0,47,28.0,113.0,40.5
2400,168.0,76,26.0,102.0,40.9
2401,183.0,28,28.0,109.0,41.0
2402,45.0,23,11.0,88.0,40.2
2403,186.0,41,28.0,106.0,40.9
2404,90.0,32,18.0,96.0,40.3
2405,107.0,77,18.0,98.0,40.3
2406,111.0,55,22.0,93.0,40.5
2407,36.0,23,10.0,91.0,39.7
2408,96.0,53,14.0,109.0,39.8
2409,110.0,49,18.0,103.0,40.3
2410,46.0,53,11.0,84.0,40.2
2411,57.0,39,12.0,91.0,39.9
2412,27.0,57,6.0,87.0,39.4
2413,86.0,21,16.0,103.0,40.4
2414,6.0,31,2.0,77.0,38.7
2415,55.0,30,14.0,86.0,40.6
2416,64.0,27,12.0,102.0,40.2
2417,140.0,56,21.0,108.0,40.5
2418,71.0,64,13.0,90.0,39.8
2419,140.0,31,23.0,104.0,40.5
2420,15.0,63,3.0,89.0,38.7
2421,113.0,69,19.0,96.0,40.5
2422,26.0,39,6.0,87.0,39.0
2423,181.0,45,29.0,105.0,40.7
2424,26.0,44,7.0,86.0,39.4
2425,157.0,33,26.0,105.0,40.5
2426,130.0,25,21.0,107.0,40.5
2427,159.0,24,26.0,106.0,40.9
2428,20.0,41,4.0,93.0,38.8
2429,107.0,24,23.0,99.0,41.0
2430,171.0,26,28.0,106.0,40.6
2431,160.0,30,28.0,103.0,41.1
2432,145.0,20,25.0,105.0,40.5
2433,3.0,37,1.0,82.0,37.4
2434,16.0,53,5.0,74.0,39.1
2435,13.0,40,4.0,80.0,38.7
2436,30.0,66,7.0,83.0,39.5
2437,8.0,26,5.0,78.0,38.9
2438,11.0,28,3.0,84.0,38.4
2439,223.0,66,30.0,112.0,40.9
2440,32.0,79,5.0,91.0,39.3
2441,15.0,27,5.0,77.0,39.1
2442,78.0,39,15.0,95.0,39.9
2443,210.0,21,30.0,115.0,40.8
2444,146.0,47,24.0,102.0,40.7
2445,65.0,20,13.0,96.0,40.0
2446,68.0,59,12.0,96.0,40.0
2447,80.0,25,22.0,93.0,40.5
2448,23.0,78,4.0,87.0,38.7
2449,39.0,48,8.0,92.0,39.3
2450,221.0,49,28.0,110.0,40.8
2451,78.0,36,14.0,98.0,40.0
2452,46.0,20,9.0,99.0,39.6
2453,163.0,21,28.0,107.0,40.7
2454,235.0,60,30.0,107.0,40.9
2455,58.0,76,9.0,94.0,39.2
2456,158.0,58,25.0,103.0,40.9
2457,25.0,31,11.0,81.0,39.7
2458,30.0,63,7.0,84.0,39.8
2459,81.0,38,17.0,94.0,39.8
2460,116.0,25,24.0,96.0,40.7
2461,119.0,25,23.0,98.0,40.5
2462,18.0,68,5.0,76.0,38.9
2463,43.0,24,11.0,85.0,40.0
2464,28.0,35,7.0,92.0,39.6
2465,217.0,54,27.0,113.0,41.3
2466,99.0,24,17.0,104.0,40.2
2467,42.0,28,11.0,86.0,40.0
2468,10.0,20,4.0,86.0,38.8
2469,35.0,24,9.0,92.0,39.4
2470,88.0,40,18.0,93.0,40.5
2471,57.0,30,14.0,87.0,40.4
2472,92.0,40,20.0,92.0,40.6
2473,126.0,66,22.0,96.0,40.7
2474,5.0,30,2.0,72.0,38.3
2475,27.0,20,10.0,88.0,39.7
2476,221.0,48,27.0,114.0,41.0
2477,178.0,40,27.0,108.0,40.6
2478,120.0,26,21.0,104.0,40.8
2479,171.0,64,21.0,108.0,40.2
2480,44.0,77,8.0,89.0,39.4
2481,163.0,20,28.0,109.0,40.9
2482,93.0,40,21.0,89.0,40.4
2483,56.0,62,12.0,88.0,40.0
2484,53.0,25,13.0,94.0,39.9
2485,35.0,59,8.0,87.0,39.4
2486,12.0,54,4.0,79.0,38.6
2487,111.0,77,19.0,95.0,40.2
2488,15.0,38,5.0,83.0,39.1
2489,157.0,20,25.0,108.0,40.7
2490,151.0,49,23.0,109.0,40.4
2491,205.0,32,28.0,115.0,40.7
2492,192.0,41,30.0,105.0,40.8
2493,23.0,50,6.0,82.0,39.4
2494,13.0,62,3.0,82.0,38.6
2495,58.0,30,11.0,98.0,39.7
2496,65.0,37,13.0,93.0,39.7
2497,104.0,26,22.0,98.0,40.4
2498,5.0,46,2.0,79.0,38.5
2499,154.0,67,24.0,103.0,40.4
2500,68.0,50,13.0,93.0,39.7
2501,29.0,50,7.0,88.0,39.7
2502,18.0,30,5.0,84.0,39.3
2503,151.0,41,23.0,106.0,40.5
2504,36.0,23,8.0,90.0,39.7
2505,82.0,50,16.0,94.0,40.4
2506,10.0,51,3.0,80.0,38.5
2507,126.0,59,22.0,93.0,40.7
2508,67.0,41,15.0,91.0,39.8
2509,2.0,52,1.0,67.0,38.0
2510,22.0,31,5.0,90.0,39.4
2511,62.0,23,14.0,97.0,40.5
2512,147.0,28,29.0,96.0,41.0
2513,59.0,53,12.0,90.0,40.1
2514,120.0,22,26.0,99.0,40.6
2515,7.0,30,2.0,89.0,38.3
2516,154.0,21,27.0,103.0,40.7
2517,50.0,30,11.0,90.0,40.1
2518,98.0,29,20.0,98.0,40.7
2519,60.0,21,13.0,95.0,40.2
2520,231.0,78,27.0,109.0,40.6
2521,22.0,43,5.0,88.0,39.2
2522,210.0,42,26.0,116.0,40.5
2523,32.0,26,13.0,83.0,40.0
2524,63.0,50,13.0,92.0,40.1
2525,83.0,35,16.0,97.0,40.2
2526,169.0,31,25.0,111.0,40.8
2527,87.0,20,20.0,96.0,40.4
2528,164.0,48,26.0,100.0,40.4
2529,149.0,39,26.0,102.0,40.8
2530,103.0,24,21.0,99.0,40.9
2531,36.0,27,9.0,87.0,40.0
2532,30.0,53,7.0,83.0,39.5
2533,124.0,44,22.0,98.0,40.8
2534,110.0,37,19.0,101.0,39.9
2535,89.0,28,17.0,103.0,40.4
2536,140.0,41,22.0,104.0,40.5
2537,244.0,47,30.0,114.0,40.7
2538,106.0,26,20.0,103.0,40.4
2539,67.0,20,15.0,100.0,40.3
2540,122.0,64,19.0,102.0,40.4
2541,50.0,21,15.0,90.0,40.4
2542,161.0,21,27.0,106.0,40.6
2543,164.0,29,27.0,107.0,40.7
2544,37.0,41,10.0,83.0,39.8
2545,34.0,54,8.0,84.0,39.7
2546,73.0,55,14.0,92.0,40.1
2547,160.0,60,24.0,108.0,40.6
2548,196.0,21,30.0,113.0,40.9
2549,93.0,21,19.0,100.0,40.5
2550,194.0,31,28.0,112.0,40.9
2551,29.0,26,7.0,88.0,39.5
2552,16.0,21,4.0,87.0,38.8
2553,63.0,35,14.0,91.0,40.2
2554,71.0,27,15.0,97.0,40.0
2555,11.0,29,3.0,82.0,38.1
2556,167.0,74,24.0,107.0,40.6
2557,10.0,42,3.0,78.0,38.6
2558,145.0,46,24.0,105.0,40.9
2559,111.0,49,18.0,101.0,40.4
2560,154.0,76,24.0,94.0,40.7
2561,110.0,35,22.0,95.0,41.0
2562,19.0,42,6.0,83.0,39.5
2563,107.0,38,19.0,100.0,40.7
2564,172.0,44,26.0,109.0,40.8
2565,62.0,66,11.0,98.0,40.4
2566,11.0,20,4.0,89.0,39.0
2567,51.0,27,10.0,97.0,39.9
2568,219.0,35,29.0,115.0,40.7
2569,6.0,25,2.0,77.0,38.3
2570,152.0,69,26.0,98.0,40.7
2571,75.0,64,12.0,100.0,40.1
2572,162.0,29,26.0,108.0,40.3
2573,174.0,32,26.0,110.0,41.0
2574,212.0,63,26.0,109.0,40.7
2575,180.0,36,28.0,108.0,40.8
2576,139.0,36,22.0,109.0,40.9
2577,167.0,75,27.0,100.0,40.4
2578,113.0,38,20.0,101.0,40.3
2579,14.0,31,5.0,74.0,39.5
2580,135.0,58,19.0,111.0,40.8
2581,106.0,66,14.0,101.0,40.1
2582,111.0,37,18.0,105.0,40.7
2583,80.0,43,16.0,94.0,39.9
2584,65.0,61,13.0,92.0,40.1
2585,60.0,21,18.0,89.0,40.6
2586,193.0,45,27.0,113.0,40.8
2587,186.0,73,26.0,99.0,40.6
2588,70.0,29,16.0,95.0,40.4
2589,177.0,62,27.0,99.0,40.8
2590,52.0,58,11.0,88.0,40.0
2591,7.0,66,2.0,77.0,38.3
2592,212.0,23,30.0,116.0,40.5
2593,62.0,23,12.0,96.0,39.9
2594,233.0,55,28.0,111.0,41.1
2595,58.0,41,13.0,91.0,40.2
2596,63.0,32,15.0,93.0,40.3
2597,103.0,75,19.0,93.0,40.3
2598,178.0,53,27.0,103.0,40.7
2599,142.0,68,19.0,100.0,40.3
2600,101.0,23,19.0,104.0,40.6
2601,143.0,37,25.0,101.0,40.6
2602,66.0,34,13.0,94.0,40.2
2603,153.0,41,25.0,103.0,40.6
2604,55.0,20,18.0,91.0,40.7
2605,7.0,24,2.0,81.0,37.8
2606,27.0,78,5.0,93.0,39.2
2607,44.0,25,13.0,89.0,40.0
2608,167.0,44,26.0,106.0,40.6
2609,27.0,51,9.0,79.0,39.8
2610,196.0,44,29.0,109.0,40.6
2611,24.0,38,8.0,82.0,39.4
2612,83.0,65,13.0,96.0,40.1
2613,62.0,43,12.0,95.0,40.0
2614,86.0,21,20.0,99.0,40.4
2615,10.0,24,9.0,77.0,39.7
2616,182.0,29,28.0,110.0,41.1
2617,39.0,32,8.0,98.0,39.9
2618,31.0,45,8.0,84.0,39.7
2619,13.0,36,4.0,80.0,39.2
2620,192.0,21,28.0,114.0,40.7
2621,33.0,70,7.0,86.0,39.6
2622,165.0,33,26.0,108.0,40.7
2623,120.0,36,21.0,100.0,40.5
2624,106.0,68,22.0,86.0,40.3
2625,138.0,32,25.0,100.0,40.3
2626,125.0,57,21.0,102.0,40.9
2627,105.0,60,16.0,96.0,40.2
2628,62.0,27,13.0,93.0,40.2
2629,6.0,42,4.0,72.0,38.4
2630,28.0,24,7.0,88.0,39.3
2631,22.0,23,5.0,94.0,38.9
2632,225.0,73,30.0,110.0,40.8
2633,28.0,72,6.0,87.0,39.4
2634,42.0,38,9.0,91.0,39.6
2635,145.0,49,24.0,99.0,40.7
2636,238.0,36,29.0,115.0,41.2
2637,3.0,23,1.0,84.0,37.7
2638,5.0,66,1.0,85.0,37.7
2639,175.0,47,26.0,105.0,40.8
2640,15.0,49,4.0,81.0,38.9
2641,121.0,77,19.0,101.0,40.1
2642,119.0,29,21.0,102.0,40.5
2643,68.0,62,14.0,88.0,40.5
2644,53.0,52,11.0,89.0,40.1
2645,137.0,73,20.0,106.0,40.4
2646,191.0,53,27.0,104.0,40.5
2647,113.0,41,19.0,100.0,40.5
2648,83.0,74,14.0,89.0,40.2
2649,68.0,26,14.0,96.0,40.4
2650,63.0,31,12.0,96.0,40.1
2651,81.0,36,16.0,94.0,40.4
2652,16.0,64,3.0,91.0,38.5
2653,55.0,22,15.0,91.0,40.2
2654,170.0,65,25.0,105.0,40.4
2655,26.0,41,8.0,84.0,39.7
2656,101.0,21,19.0,102.0,40.4
2657,159.0,56,26.0,101.0,41.1
2658,165.0,22,26.0,109.0,41.1
2659,80.0,76,13.0,90.0,40.0
2660,72.0,59,16.0,89.0,40.4
2661,81.0,72,13.0,101.0,40.1
2662,157.0,36,22.0,107.0,40.9
2663,193.0,23,29.0,112.0,40.9
2664,23.0,24,8.0,86.0,39.6
2665,96.0,33,18.0,97.0,40.4
2666,15.0,44,5.0,82.0,38.9
2667,104.0,45,16.0,101.0,40.1
2668,108.0,70,14.0,102.0,40.5
2669,24.0,27,6.0,87.0,39.2
2670,71.0,33,15.0,95.0,40.5
2671,92.0,32,17.0,99.0,40.3
2672,52.0,77,9.0,88.0,39.4
2673,95.0,33,18.0,98.0,40.6
2674,173.0,31,28.0,107.0,40.7
2675,229.0,41,30.0,117.0,40.9
2676,204.0,22,29.0,114.0,41.0
2677,88.0,51,17.0,95.0,40.2
2678,186.0,22,28.0,113.0,40.7
2679,61.0,29,12.0,95.0,39.6
2680,181.0,67,27.0,107.0,40.6
2681,8.0,77,2.0,79.0,38.0
2682,167.0,26,26.0,109.0,40.8
2683,194.0,74,29.0,104.0,40.8
2684,134.0,29,24.0,101.0,40.6
2685,32.0,68,6.0,93.0,39.3
2686,89.0,34,17.0,100.0,40.4
2687,197.0,41,27.0,116.0,40.6
2688,90.0,48,18.0,94.0,40.4
2689,74.0,46,14.0,95.0,39.9
2690,92.0,51,21.0,88.0,40.4
2691,55.0,42,13.0,89.0,40.2
2692,11.0,44,3.0,86.0,38.9
2693,59.0,47,11.0,96.0,39.6
2694,44.0,31,10.0,94.0,39.4
2695,11.0,37,3.0,80.0,38.9
2696,182.0,38,28.0,107.0,41.0
2697,9.0,73,2.0,86.0,38.4
2698,158.0,72,19.0,108.0,40.1
2699,16.0,26,4.0,86.0,38.8
2700,56.0,37,12.0,91.0,39.8
2701,27.0,52,7.0,84.0,39.5
2702,144.0,23,26.0,101.0,40.7
2703,38.0,63,8.0,88.0,40.0
2704,23.0,62,5.0,84.0,39.2
2705,1.0,24,1.0,77.0,37.7
2706,231.0,26,28.0,122.0,41.0
2707,157.0,33,24.0,110.0,40.7
2708,4.0,26,1.0,87.0,38.0
2709,131.0,36,24.0,102.0,40.8
2710,137.0,32,25.0,102.0,40.6
2711,50.0,26,12.0,88.0,40.2
2712,8.0,42,3.0,79.0,38.6
2713,129.0,34,22.0,105.0,40.7
2714,74.0,29,16.0,96.0,40.3
2715,35.0,35,11.0,85.0,40.0
2716,16.0,78,3.0,86.0,38.8
2717,192.0,44,30.0,101.0,41.1
2718,111.0,23,19.0,103.0,40.6
2719,198.0,32,29.0,110.0,40.8
2720,178.0,36,27.0,110.0,40.8
2721,35.0,35,7.0,98.0,39.4
2722,75.0,45,18.0,86.0,40.3
2723,164.0,51,24.0,111.0,40.8
2724,78.0,35,14.0,100.0,40.0
2725,21.0,51,6.0,83.0,39.3
2726,64.0,61,13.0,89.0,39.8
2727,174.0,70,25.0,99.0,40.7
2728,116.0,79,19.0,99.0,40.6
2729,99.0,20,17.0,109.0,40.3
2730,233.0,65,27.0,110.0,40.9
2731,67.0,73,10.0,94.0,40.0
2732,1.0,28,2.0,72.0,38.0
2733,91.0,48,19.0,92.0,40.7
2734,34.0,38,8.0,86.0,39.4
2735,16.0,43,4.0,83.0,39.0
2736,17.0,30,5.0,89.0,39.4
2737,74.0,68,14.0,90.0,39.9
2738,65.0,48,15.0,90.0,40.2
2739,172.0,56,26.0,102.0,40.4
2740,122.0,28,21.0,103.0,40.2
2741,146.0,28,22.0,110.0,40.6
2742,20.0,55,5.0,81.0,39.0
2743,69.0,24,14.0,99.0,40.5
2744,219.0,73,30.0,101.0,41.2
2745,101.0,28,16.0,108.0,40.7
2746,87.0,58,17.0,92.0,40.7
2747,57.0,23,13.0,93.0,40.3
2748,127.0,38,22.0,103.0,40.6
2749,180.0,41,29.0,105.0,40.9
2750,78.0,48,15.0,93.0,40.2
2751,25.0,72,5.0,90.0,39.1
2752,15.0,79,3.0,83.0,38.7
2753,103.0,37,18.0,101.0,40.4
2754,187.0,52,26.0,105.0,40.5
2755,10.0,77,2.0,85.0,38.5
2756,89.0,24,18.0,99.0,40.3
2757,24.0,39,6.0,89.0,39.1
2758,133.0,26,22.0,107.0,40.4
2759,141.0,42,25.0,98.0,40.7
2760,102.0,33,20.0,99.0,40.6
2761,26.0,78,5.0,84.0,39.1
2762,10.0,24,4.0,86.0,39.0
2763,3.0,27,1.0,80.0,37.5
2764,7.0,67,2.0,76.0,37.9
2765,150.0,30,24.0,105.0,40.6
2766,22.0,76,5.0,78.0,39.3
2767,27.0,31,7.0,85.0,39.3
2768,52.0,40,10.0,94.0,40.2
2769,77.0,60,12.0,97.0,39.9
2770,63.0,27,12.0,97.0,40.4
2771,35.0,27,8.0,89.0,39.8
2772,65.0,50,14.0,90.0,40.2
2773,110.0,36,20.0,100.0,40.4
2774,83.0,45,15.0,97.0,40.0
2775,77.0,52,16.0,92.0,40.5
2776,11.0,27,3.0,83.0,38.4
2777,181.0,76,22.0,104.0,40.4
2778,156.0,20,25.0,108.0,40.7
2779,3.0,28,1.0,73.0,37.6
2780,47.0,56,11.0,84.0,40.0
2781,167.0,79,21.0,103.0,40.2
2782,164.0,40,27.0,103.0,40.8
2783,219.0,77,28.0,114.0,40.8
2784,193.0,77,27.0,107.0,40.7
2785,100.0,67,18.0,94.0,40.3
2786,38.0,63,7.0,90.0,39.4
2787,15.0,35,5.0,83.0,39.0
2788,20.0,22,5.0,89.0,39.4
2789,30.0,44,9.0,85.0,39.5
2790,104.0,79,17.0,97.0,40.4
2791,176.0,53,26.0,100.0,40.6
2792,104.0,33,20.0,98.0,40.6
2793,27.0,73,5.0,89.0,38.9
2794,52.0,29,12.0,93.0,40.2
2795,30.0,28,7.0,89.0,39.0
2796,24.0,21,9.0,89.0,39.6
2797,153.0,34,24.0,108.0,40.9
2798,151.0,40,22.0,111.0,40.4
2799,16.0,20,4.0,90.0,38.6
2800,80.0,29,16.0,96.0,40.2
2801,160.0,65,21.0,103.0,40.2
2802,43.0,39,8.0,95.0,39.3
2803,180.0,61,25.0,104.0,40.5
2804,120.0,69,16.0,101.0,40.1
2805,99.0,21,21.0,94.0,40.4
2806,230.0,72,27.0,107.0,40.9
2807,108.0,33,20.0,103.0,40.0
2808,191.0,21,27.0,116.0,40.9
2809,197.0,37,24.0,117.0,40.9
2810,46.0,44,10.0,92.0,39.6
2811,92.0,23,17.0,101.0,40.7
2812,4.0,34,4.0,72.0,38.5
2813,198.0,50,29.0,111.0,40.7
2814,217.0,40,27.0,111.0,40.7
2815,9.0,46,2.0,87.0,37.9
2816,31.0,48,9.0,83.0,40.0
2817,38.0,71,8.0,88.0,39.9
2818,145.0,22,23.0,109.0,40.7
2819,80.0,64,15.0,92.0,39.7
2820,202.0,79,29.0,106.0,40.8
2821,168.0,28,25.0,110.0,40.7
2822,19.0,24,6.0,87.0,39.2
2823,124.0,26,19.0,111.0,41.0
2824,103.0,29,22.0,96.0,40.6
2825,94.0,32,19.0,100.0,40.4
2826,77.0,23,15.0,98.0,40.2
2827,125.0,38,21.0,103.0,40.6
2828,22.0,35,6.0,86.0,39.5
2829,135.0,56,26.0,94.0,40.6
2830,56.0,51,12.0,90.0,39.8
2831,163.0,38,27.0,99.0,40.9
2832,162.0,20,25.0,110.0,40.7
2833,104.0,32,26.0,93.0,40.7
2834,132.0,47,20.0,108.0,40.6
2835,62.0,72,13.0,86.0,40.0
2836,4.0,72,1.0,83.0,37.8
2837,74.0,47,13.0,99.0,40.2
2838,95.0,32,20.0,92.0,40.8
2839,61.0,53,11.0,94.0,40.0
2840,155.0,25,25.0,109.0,40.8
2841,85.0,27,15.0,101.0,40.5
2842,12.0,47,3.0,84.0,38.8
2843,50.0,22,12.0,90.0,39.8
2844,55.0,34,12.0,94.0,39.9
2845,184.0,41,30.0,104.0,41.3
2846,113.0,21,19.0,104.0,40.1
2847,70.0,24,17.0,88.0,40.3
2848,244.0,76,27.0,109.0,41.1
2849,4.0,56,1.0,87.0,37.5
2850,133.0,48,24.0,97.0,40.7
2851,130.0,69,17.0,101.0,40.2
2852,16.0,31,5.0,86.0,38.9
2853,51.0,20,12.0,89.0,40.1
2854,230.0,45,30.0,118.0,40.9
2855,39.0,37,8.0,92.0,39.8
2856,30.0,30,7.0,88.0,39.2
2857,140.0,27,24.0,104.0,40.9
2858,83.0,29,16.0,99.0,40.1
2859,137.0,45,21.0,108.0,40.4
2860,48.0,35,9.0,96.0,40.0
2861,111.0,74,16.0,97.0,40.0
2862,75.0,42,14.0,97.0,40.4
2863,9.0,48,3.0,76.0,38.9
2864,5.0,68,3.0,67.0,38.7
2865,10.0,48,3.0,81.0,38.7
2866,177.0,65,21.0,110.0,40.6
2867,39.0,26,11.0,91.0,39.4
2868,9.0,28,3.0,78.0,38.3
2869,167.0,50,27.0,101.0,40.7
2870,227.0,43,29.0,115.0,40.6
2871,72.0,20,18.0,97.0,40.9
2872,199.0,53,28.0,112.0,40.7
2873,11.0,41,4.0,80.0,38.9
2874,40.0,38,10.0,91.0,39.9
2875,63.0,47,15.0,87.0,39.8
2876,93.0,39,22.0,90.0,40.3
2877,133.0,42,23.0,100.0,40.7
2878,161.0,26,27.0,107.0,40.6
2879,95.0,61,16.0,99.0,40.4
2880,131.0,62,22.0,102.0,40.1
2881,173.0,62,26.0,105.0,40.8
2882,24.0,56,6.0,80.0,39.2
2883,20.0,71,5.0,77.0,38.8
2884,158.0,24,26.0,107.0,40.6
2885,140.0,28,24.0,105.0,40.9
2886,49.0,40,11.0,87.0,39.8
2887,195.0,71,23.0,110.0,40.4
2888,77.0,22,19.0,98.0,40.4
2889,173.0,58,23.0,107.0,40.4
2890,11.0,24,4.0,77.0,38.8
2891,78.0,56,12.0,98.0,40.1
2892,104.0,29,19.0,100.0,40.5
2893,151.0,30,27.0,102.0,40.9
2894,53.0,40,14.0,87.0,40.0
2895,102.0,70,15.0,96.0,40.1
2896,24.0,33,8.0,82.0,39.6
2897,20.0,64,5.0,80.0,39.2
2898,101.0,40,19.0,97.0,40.5
2899,141.0,27,22.0,108.0,40.6
2900,77.0,41,14.0,98.0,39.9
